,precision,recall,f1-score,support,Timestamp
0,0.8522267206477733,0.842,0.8470824949698189,1000.0,09102024_123444
1,0.9908536585365854,0.975,0.9828629032258064,1000.0,09102024_123444
2,0.8466796875,0.867,0.8567193675889329,1000.0,09102024_123444
3,0.8691588785046729,0.93,0.8985507246376812,1000.0,09102024_123444
4,0.8544891640866873,0.828,0.8410360589131539,1000.0,09102024_123444
5,0.9732673267326732,0.983,0.9781094527363184,1000.0,09102024_123444
6,0.7170010559662091,0.679,0.6974833076527992,1000.0,09102024_123444
7,0.9458661417322834,0.961,0.953373015873016,1000.0,09102024_123444
8,0.966403162055336,0.978,0.9721669980119284,1000.0,09102024_123444
9,0.9724489795918368,0.953,0.9626262626262626,1000.0,09102024_123444
accuracy,0.8996,0.8996,0.8996,0.8996,09102024_123444
macro avg,0.8988394775354058,0.8995999999999998,0.8990010586235717,10000.0,09102024_123444
weighted avg,0.8988394775354058,0.8996,0.8990010586235718,10000.0,09102024_123444
0,0.8722044728434505,0.819,0.8447653429602888,1000.0,09102024_123606
1,0.977205153617443,0.986,0.9815828770532604,1000.0,09102024_123606
2,0.8485436893203884,0.874,0.8610837438423645,1000.0,09102024_123606
3,0.8966202783300199,0.902,0.8993020937188435,1000.0,09102024_123606
4,0.8599585062240664,0.829,0.8441955193482689,1000.0,09102024_123606
5,0.9886947584789312,0.962,0.9751647237709072,1000.0,09102024_123606
6,0.6940509915014165,0.735,0.7139388052452647,1000.0,09102024_123606
7,0.9441723800195886,0.964,0.9539831766452253,1000.0,09102024_123606
8,0.9758551307847082,0.97,0.9729187562688064,1000.0,09102024_123606
9,0.9621890547263682,0.967,0.9645885286783042,1000.0,09102024_123606
accuracy,0.9008,0.9008,0.9008,0.9008,09102024_123606
macro avg,0.901949441584638,0.9008,0.9011523567531532,10000.0,09102024_123606
weighted avg,0.901949441584638,0.9008,0.9011523567531534,10000.0,09102024_123606
0,0.8336538461538462,0.867,0.85,1000.0,09102024_123854
1,0.9948979591836736,0.975,0.9848484848484848,1000.0,09102024_123854
2,0.8352380952380952,0.877,0.855609756097561,1000.0,09102024_123854
3,0.8853564547206165,0.919,0.9018645731108932,1000.0,09102024_123854
4,0.8625792811839323,0.816,0.8386433710174718,1000.0,09102024_123854
5,0.9866255144032922,0.959,0.9726166328600404,1000.0,09102024_123854
6,0.7191709844559585,0.694,0.7063613231552163,1000.0,09102024_123854
7,0.92680608365019,0.975,0.9502923976608189,1000.0,09102024_123854
8,0.983640081799591,0.962,0.9726996966632964,1000.0,09102024_123854
9,0.9703779366700716,0.95,0.9600808489135928,1000.0,09102024_123854
accuracy,0.8994,0.8994,0.8994,0.8994,09102024_123854
macro avg,0.8998346237459268,0.8994,0.8993017084327375,10000.0,09102024_123854
weighted avg,0.8998346237459267,0.8994,0.8993017084327375,10000.0,09102024_123854
0,0.8107109879963066,0.878,0.8430148823811809,1000.0,09102024_124348
1,0.9959183673469388,0.976,0.985858585858586,1000.0,09102024_124348
2,0.7218282111899134,0.916,0.8074041427941825,1000.0,09102024_124348
3,0.8732261116367077,0.923,0.8974234321827905,1000.0,09102024_124348
4,0.8953804347826086,0.659,0.7592165898617511,1000.0,09102024_124348
5,0.9935414424111948,0.923,0.9569725246241576,1000.0,09102024_124348
6,0.7493734335839599,0.598,0.6651835372636262,1000.0,09102024_124348
7,0.9135802469135802,0.962,0.9371651242084754,1000.0,09102024_124348
8,0.9179869524697112,0.985,0.9503135552339604,1000.0,09102024_124348
9,0.9481409001956947,0.969,0.9584569732937686,1000.0,09102024_124348
accuracy,0.8789,0.8789,0.8789,0.8789,09102024_124348
macro avg,0.8819687088526615,0.8789000000000001,0.876100934770248,10000.0,09102024_124348
weighted avg,0.8819687088526617,0.8789,0.876100934770248,10000.0,09102024_124348
0,0.8636363636363636,0.836,0.8495934959349594,1000.0,09102024_124444
1,0.9959058341862844,0.973,0.9843196762771876,1000.0,09102024_124444
2,0.8430622009569378,0.881,0.8616136919315404,1000.0,09102024_124444
3,0.8763082778306375,0.921,0.8980984885421746,1000.0,09102024_124444
4,0.8489208633093526,0.826,0.8373035985808414,1000.0,09102024_124444
5,0.9857433808553973,0.968,0.9767911200807264,1000.0,09102024_124444
6,0.7142857142857143,0.695,0.7045108971109985,1000.0,09102024_124444
7,0.928842504743833,0.979,0.9532619279454724,1000.0,09102024_124444
8,0.9711155378486056,0.975,0.9730538922155688,1000.0,09102024_124444
9,0.9763617677286742,0.95,0.963000506842372,1000.0,09102024_124444
accuracy,0.9004,0.9004,0.9004,0.9004,09102024_124444
macro avg,0.9004182445381801,0.9004,0.9001547295461843,10000.0,09102024_124444
weighted avg,0.9004182445381801,0.9004,0.9001547295461841,10000.0,09102024_124444
0,0.8747323340471093,0.817,0.8448810754912099,1000.0,09102024_124540
1,0.9839357429718876,0.98,0.9819639278557114,1000.0,09102024_124540
2,0.8473581213307241,0.866,0.8565776458951533,1000.0,09102024_124540
3,0.921218487394958,0.877,0.8985655737704918,1000.0,09102024_124540
4,0.8405088062622309,0.859,0.8496538081107814,1000.0,09102024_124540
5,0.973293768545994,0.984,0.9786176031824962,1000.0,09102024_124540
6,0.6915799432355724,0.731,0.7107438016528925,1000.0,09102024_124540
7,0.9558232931726908,0.952,0.9539078156312624,1000.0,09102024_124540
8,0.957801766437684,0.976,0.9668152550767708,1000.0,09102024_124540
9,0.9677093844601412,0.959,0.9633350075339026,1000.0,09102024_124540
accuracy,0.9001,0.9001,0.9001,0.9001,09102024_124540
macro avg,0.9013961647858992,0.9000999999999999,0.9005061514200673,10000.0,09102024_124540
weighted avg,0.9013961647858992,0.9001,0.9005061514200674,10000.0,09102024_124540
0,0.8158131176999102,0.908,0.8594415522953147,1000.0,09102024_125413
1,0.9969230769230768,0.972,0.9843037974683544,1000.0,09102024_125413
2,0.8280961182994455,0.896,0.8607108549471661,1000.0,09102024_125413
3,0.9113545816733069,0.915,0.9131736526946108,1000.0,09102024_125413
4,0.8469891411648569,0.858,0.8524590163934426,1000.0,09102024_125413
5,0.982017982017982,0.983,0.9825087456271864,1000.0,09102024_125413
6,0.8004956629491945,0.646,0.7149972329828445,1000.0,09102024_125413
7,0.9622266401590456,0.968,0.9651046859421736,1000.0,09102024_125413
8,0.9798994974874372,0.975,0.9774436090225564,1000.0,09102024_125413
9,0.9651394422310756,0.969,0.9670658682634732,1000.0,09102024_125413
accuracy,0.909,0.909,0.909,0.909,09102024_125413
macro avg,0.9088955260605333,0.909,0.9077209015637124,10000.0,09102024_125413
weighted avg,0.9088955260605333,0.909,0.9077209015637124,10000.0,09102024_125413
0,0.8802197802197802,0.801,0.8387434554973822,1000.0,09102024_125850
1,0.9959390862944164,0.981,0.9884130982367758,1000.0,09102024_125850
2,0.7798319327731092,0.928,0.8474885844748858,1000.0,09102024_125850
3,0.8947368421052632,0.935,0.9144254278728606,1000.0,09102024_125850
4,0.8690721649484536,0.843,0.8558375634517766,1000.0,09102024_125850
5,0.9888551165146908,0.976,0.9823855057876196,1000.0,09102024_125850
6,0.7691441441441441,0.683,0.7235169491525424,1000.0,09102024_125850
7,0.941233140655106,0.977,0.9587831207065752,1000.0,09102024_125850
8,0.9731876861966235,0.98,0.9765819631290484,1000.0,09102024_125850
9,0.973469387755102,0.954,0.9636363636363636,1000.0,09102024_125850
accuracy,0.9058,0.9058,0.9058,0.9058,09102024_125850
macro avg,0.906568928160669,0.9058000000000002,0.904981203194583,10000.0,09102024_125850
weighted avg,0.906568928160669,0.9058,0.9049812031945832,10000.0,09102024_125850
0,0.8634097706879362,0.866,0.8647029455816275,1000.0,09102024_130016
1,0.9958847736625516,0.968,0.9817444219066938,1000.0,09102024_130016
2,0.8568627450980392,0.874,0.8653465346534653,1000.0,09102024_130016
3,0.9027237354085604,0.928,0.9151873767258384,1000.0,09102024_130016
4,0.8661257606490872,0.854,0.8600201409869084,1000.0,09102024_130016
5,0.9957582184517496,0.939,0.96654657745754,1000.0,09102024_130016
6,0.7460474308300395,0.755,0.7504970178926441,1000.0,09102024_130016
7,0.9139382600561272,0.977,0.944417593040116,1000.0,09102024_130016
8,0.9938080495356038,0.963,0.978161503301168,1000.0,09102024_130016
9,0.9649298597194388,0.963,0.963963963963964,1000.0,09102024_130016
accuracy,0.9087,0.9087,0.9087,0.9087,09102024_130016
macro avg,0.9099488604099132,0.9086999999999998,0.9090588075509968,10000.0,09102024_130016
weighted avg,0.9099488604099132,0.9087,0.9090588075509968,10000.0,09102024_130016
0,0.8769551616266945,0.841,0.8586013272077591,1000.0,09102024_134237
1,0.9979381443298968,0.968,0.9827411167512692,1000.0,09102024_134237
2,0.8895966029723992,0.838,0.86302780638517,1000.0,09102024_134237
3,0.9127382146439318,0.91,0.9113670505758638,1000.0,09102024_134237
4,0.813953488372093,0.91,0.8593012275731823,1000.0,09102024_134237
5,0.9820359281437124,0.984,0.983016983016983,1000.0,09102024_134237
6,0.736318407960199,0.74,0.7381546134663342,1000.0,09102024_134237
7,0.9316888045540797,0.982,0.9561830574488802,1000.0,09102024_134237
8,0.9780658025922232,0.981,0.979530703944084,1000.0,09102024_134237
9,0.9863157894736844,0.937,0.961025641025641,1000.0,09102024_134237
accuracy,0.9091,0.9091,0.9091,0.9091,09102024_134237
macro avg,0.9105606344668914,0.9091,0.9092949527395168,10000.0,09102024_134237
weighted avg,0.9105606344668916,0.9091,0.9092949527395168,10000.0,09102024_134237
0,0.8825995807127882,0.842,0.8618219037871033,1000.0,09102024_134442
1,0.9859013091641492,0.979,0.982438534872052,1000.0,09102024_134442
2,0.8791666666666667,0.844,0.8612244897959184,1000.0,09102024_134442
3,0.9295199182839632,0.91,0.9196563921172308,1000.0,09102024_134442
4,0.8277777777777777,0.894,0.8596153846153847,1000.0,09102024_134442
5,0.982982982982983,0.982,0.9824912456228114,1000.0,09102024_134442
6,0.7330754352030948,0.758,0.7453294001966568,1000.0,09102024_134442
7,0.9574678536102867,0.968,0.9627051218299354,1000.0,09102024_134442
8,0.9818731117824774,0.975,0.9784244856999498,1000.0,09102024_134442
9,0.9699097291875628,0.967,0.9684526790185278,1000.0,09102024_134442
accuracy,0.9119,0.9119,0.9119,0.9119,09102024_134442
macro avg,0.9130274365371752,0.9119,0.9122159637555572,10000.0,09102024_134442
weighted avg,0.913027436537175,0.9119,0.9122159637555568,10000.0,09102024_134442
0,0.875531914893617,0.823,0.8484536082474227,1000.0,09102024_134557
1,0.978021978021978,0.979,0.9785107446276862,1000.0,09102024_134557
2,0.8919786096256684,0.834,0.862015503875969,1000.0,09102024_134557
3,0.92534174553102,0.88,0.902101486417222,1000.0,09102024_134557
4,0.873855544252289,0.859,0.8663640948058497,1000.0,09102024_134557
5,0.9898580121703854,0.976,0.9828801611278952,1000.0,09102024_134557
6,0.6833616298811545,0.805,0.7392102846648301,1000.0,09102024_134557
7,0.9352997145575642,0.983,0.9585568015602144,1000.0,09102024_134557
8,0.9702675916749256,0.979,0.9746142359382778,1000.0,09102024_134557
9,0.9782608695652174,0.945,0.9613428280773144,1000.0,09102024_134557
accuracy,0.9063,0.9063,0.9063,0.9063,09102024_134557
macro avg,0.910177761017382,0.9063,0.907404974934268,10000.0,09102024_134557
weighted avg,0.910177761017382,0.9063,0.907404974934268,10000.0,09102024_134557
0,0.8517073170731707,0.873,0.8622222222222222,1000.0,09102024_134716
1,0.9761668321747764,0.983,0.979571499750872,1000.0,09102024_134716
2,0.8261269549218031,0.898,0.8605654048873982,1000.0,09102024_134716
3,0.9311783107403544,0.893,0.9116896375701888,1000.0,09102024_134716
4,0.8445945945945946,0.875,0.8595284872298625,1000.0,09102024_134716
5,0.9909182643794148,0.982,0.9864389753892516,1000.0,09102024_134716
6,0.8052995391705069,0.699,0.7483940042826552,1000.0,09102024_134716
7,0.9732234809474768,0.945,0.958904109589041,1000.0,09102024_134716
8,0.9647058823529412,0.984,0.9742574257425742,1000.0,09102024_134716
9,0.944980694980695,0.979,0.9616895874263262,1000.0,09102024_134716
accuracy,0.9111,0.9111,0.9111,0.9111,09102024_134716
macro avg,0.9108901871335734,0.9111,0.9103261354090392,10000.0,09102024_134716
weighted avg,0.9108901871335736,0.9111,0.9103261354090392,10000.0,09102024_134716
0,0.8381665107577175,0.896,0.8661188980183664,1000.0,09102024_134807
1,0.9888663967611336,0.977,0.9828973843058352,1000.0,09102024_134807
2,0.8730964467005076,0.86,0.8664987405541562,1000.0,09102024_134807
3,0.924643584521385,0.908,0.9162462159434914,1000.0,09102024_134807
4,0.7843959731543624,0.935,0.8531021897810219,1000.0,09102024_134807
5,0.9889224572004028,0.982,0.985449071751129,1000.0,09102024_134807
6,0.8128950695322377,0.643,0.718034617532105,1000.0,09102024_134807
7,0.9642502482621648,0.971,0.9676133532635774,1000.0,09102024_134807
8,0.9778002018163472,0.969,0.9733802109492716,1000.0,09102024_134807
9,0.9710578842315368,0.973,0.972027972027972,1000.0,09102024_134807
accuracy,0.9114,0.9114,0.9114,0.9114,09102024_134807
macro avg,0.9124094772937796,0.9114,0.9101368654126926,10000.0,09102024_134807
weighted avg,0.9124094772937796,0.9114,0.9101368654126928,10000.0,09102024_134807
0,0.9007891770011274,0.799,0.8468468468468469,1000.0,09102024_134908
1,0.9839518555667,0.981,0.9824737105658488,1000.0,09102024_134908
2,0.926070038910506,0.714,0.8063241106719368,1000.0,09102024_134908
3,0.9160696008188332,0.895,0.9054122407688416,1000.0,09102024_134908
4,0.813543599257885,0.877,0.8440808469682387,1000.0,09102024_134908
5,0.979187314172448,0.988,0.9835739173718268,1000.0,09102024_134908
6,0.641965678627145,0.823,0.7212971078001753,1000.0,09102024_134908
7,0.9726996966632964,0.962,0.9673202614379084,1000.0,09102024_134908
8,0.9722772277227724,0.982,0.9771144278606964,1000.0,09102024_134908
9,0.972,0.972,0.972,1000.0,09102024_134908
accuracy,0.8993,0.8993,0.8993,0.8993,09102024_134908
macro avg,0.9078554188740712,0.8992999999999999,0.900644347029232,10000.0,09102024_134908
weighted avg,0.9078554188740712,0.8993,0.9006443470292321,10000.0,09102024_134908
0,0.8861702127659574,0.833,0.8587628865979381,1000.0,09102024_135054
1,0.9938837920489296,0.975,0.984351337708228,1000.0,09102024_135054
2,0.8635897435897436,0.842,0.8526582278481013,1000.0,09102024_135054
3,0.9133937562940584,0.907,0.9101856497742096,1000.0,09102024_135054
4,0.8362790697674418,0.899,0.8665060240963856,1000.0,09102024_135054
5,0.9908814589665652,0.978,0.984398590840463,1000.0,09102024_135054
6,0.7374031007751938,0.761,0.7490157480314961,1000.0,09102024_135054
7,0.9675456389452332,0.954,0.9607250755287008,1000.0,09102024_135054
8,0.9790209790209792,0.98,0.9795102448775612,1000.0,09102024_135054
9,0.9514563106796116,0.98,0.9655172413793104,1000.0,09102024_135054
accuracy,0.9109,0.9109,0.9109,0.9109,09102024_135054
macro avg,0.9119624062853712,0.9109,0.9111631026682394,10000.0,09102024_135054
weighted avg,0.9119624062853714,0.9109,0.9111631026682396,10000.0,09102024_135054
0,0.8932584269662921,0.795,0.8412698412698413,1000.0,09102024_135201
1,0.9908536585365854,0.975,0.9828629032258064,1000.0,09102024_135201
2,0.8681204569055037,0.836,0.8517575140091697,1000.0,09102024_135201
3,0.9267782426778244,0.886,0.9059304703476484,1000.0,09102024_135201
4,0.86839481555334,0.871,0.8696954568147778,1000.0,09102024_135201
5,0.978131212723658,0.984,0.9810568295114656,1000.0,09102024_135201
6,0.6688796680497925,0.806,0.7310657596371882,1000.0,09102024_135201
7,0.9646107178968656,0.954,0.9592760180995475,1000.0,09102024_135201
8,0.9818913480885312,0.976,0.978936810431294,1000.0,09102024_135201
9,0.9623762376237625,0.972,0.9671641791044776,1000.0,09102024_135201
accuracy,0.9055,0.9055,0.9055,0.9055,09102024_135201
macro avg,0.9103294785022154,0.9055,0.9069015782451216,10000.0,09102024_135201
weighted avg,0.9103294785022156,0.9055,0.9069015782451216,10000.0,09102024_135201
0,0.8768920282542886,0.869,0.8729281767955801,1000.0,09102024_135242
1,0.9898785425101214,0.978,0.9839034205231388,1000.0,09102024_135242
2,0.8693918245264207,0.872,0.8706939590614079,1000.0,09102024_135242
3,0.9057899901864572,0.923,0.9143140168400198,1000.0,09102024_135242
4,0.851145038167939,0.892,0.87109375,1000.0,09102024_135242
5,0.9839034205231388,0.978,0.9809428284854564,1000.0,09102024_135242
6,0.7691489361702127,0.723,0.7453608247422681,1000.0,09102024_135242
7,0.9445525291828794,0.971,0.9575936883629192,1000.0,09102024_135242
8,0.973,0.973,0.973,1000.0,09102024_135242
9,0.9716885743174924,0.961,0.9663147310206134,1000.0,09102024_135242
accuracy,0.914,0.914,0.914,0.914,09102024_135242
macro avg,0.913539088383895,0.914,0.9136145395831404,10000.0,09102024_135242
weighted avg,0.9135390883838952,0.914,0.9136145395831404,10000.0,09102024_135242
0,0.8896174863387978,0.814,0.850130548302872,1000.0,09102024_135324
1,0.995893223819302,0.97,0.982776089159068,1000.0,09102024_135324
2,0.8555776892430279,0.859,0.8572854291417166,1000.0,09102024_135324
3,0.927645788336933,0.859,0.8920041536863966,1000.0,09102024_135324
4,0.797153024911032,0.896,0.8436911487758946,1000.0,09102024_135324
5,0.9878172588832488,0.973,0.980352644836272,1000.0,09102024_135324
6,0.7175141242937854,0.762,0.7390882638215325,1000.0,09102024_135324
7,0.9431599229287092,0.979,0.9607458292443573,1000.0,09102024_135324
8,0.9767676767676768,0.967,0.971859296482412,1000.0,09102024_135324
9,0.9775967413441956,0.96,0.968718466195762,1000.0,09102024_135324
accuracy,0.9039,0.9039,0.9039,0.9039,09102024_135324
macro avg,0.9068742936866708,0.9039,0.9046651869646284,10000.0,09102024_135324
weighted avg,0.9068742936866708,0.9039,0.9046651869646284,10000.0,09102024_135324
0,0.8367546432062561,0.856,0.8462679189322788,1000.0,09102024_135610
1,0.9908350305498982,0.973,0.9818365287588294,1000.0,09102024_135610
2,0.8481880509304603,0.866,0.8570014844136566,1000.0,09102024_135610
3,0.935897435897436,0.876,0.9049586776859504,1000.0,09102024_135610
4,0.8424591738712777,0.877,0.8593826555609995,1000.0,09102024_135610
5,0.9771825396825397,0.985,0.9810756972111554,1000.0,09102024_135610
6,0.7386934673366834,0.735,0.7368421052631579,1000.0,09102024_135610
7,0.961038961038961,0.962,0.96151924037981,1000.0,09102024_135610
8,0.9827235772357724,0.967,0.9747983870967742,1000.0,09102024_135610
9,0.9643211100099108,0.973,0.9686411149825784,1000.0,09102024_135610
accuracy,0.907,0.907,0.907,0.907,09102024_135610
macro avg,0.9078093989759196,0.907,0.9072323810285192,10000.0,09102024_135610
weighted avg,0.9078093989759196,0.907,0.9072323810285192,10000.0,09102024_135610
0,0.8093896713615023,0.862,0.8348668280871671,1000.0,09102024_140402
1,0.9948770491803278,0.971,0.9827935222672064,1000.0,09102024_140402
2,0.7747826086956522,0.891,0.8288372093023256,1000.0,09102024_140402
3,0.8851148851148851,0.886,0.8855572213893054,1000.0,09102024_140402
4,0.8568281938325991,0.778,0.8155136268343816,1000.0,09102024_140402
5,0.9844559585492229,0.95,0.9669211195928752,1000.0,09102024_140402
6,0.6934389140271493,0.613,0.6507430997876857,1000.0,09102024_140402
7,0.8955495004541326,0.986,0.9386006663493576,1000.0,09102024_140402
8,0.9662027833001988,0.972,0.9690927218344964,1000.0,09102024_140402
9,0.9809322033898306,0.926,0.9526748971193416,1000.0,09102024_140402
accuracy,0.8835,0.8835,0.8835,0.8835,09102024_140402
macro avg,0.8841571767905501,0.8835000000000001,0.8825600912564143,10000.0,09102024_140402
weighted avg,0.88415717679055,0.8835,0.8825600912564143,10000.0,09102024_140402
0,0.8190298507462687,0.878,0.8474903474903475,1000.0,09102024_151714
1,0.9938712972420838,0.973,0.9833249115715008,1000.0,09102024_151714
2,0.8295668549905838,0.881,0.8545101842870999,1000.0,09102024_151714
3,0.8713339640491958,0.921,0.895478852698104,1000.0,09102024_151714
4,0.8556375131717597,0.812,0.8332478193945613,1000.0,09102024_151714
5,0.9768844221105528,0.972,0.974436090225564,1000.0,09102024_151714
6,0.7376861397479955,0.644,0.6876668446342765,1000.0,09102024_151714
7,0.9390715667311412,0.971,0.9547689282202556,1000.0,09102024_151714
8,0.9682539682539684,0.976,0.9721115537848606,1000.0,09102024_151714
9,0.9732234809474768,0.945,0.958904109589041,1000.0,09102024_151714
accuracy,0.8973,0.8973,0.8973,0.8973,09102024_151714
macro avg,0.8964559057991026,0.8972999999999999,0.896193964189561,10000.0,09102024_151714
weighted avg,0.8964559057991026,0.8973,0.8961939641895611,10000.0,09102024_151714
0,0.8445378151260504,0.804,0.8237704918032787,1000.0,09102024_161819
1,0.997946611909651,0.972,0.9848024316109424,1000.0,09102024_161819
2,0.8404907975460123,0.822,0.8311425682507584,1000.0,09102024_161819
3,0.9206680584551148,0.882,0.9009193054136876,1000.0,09102024_161819
4,0.7892335766423357,0.865,0.825381679389313,1000.0,09102024_161819
5,0.9790419161676648,0.981,0.98001998001998,1000.0,09102024_161819
6,0.6673170731707317,0.684,0.6755555555555556,1000.0,09102024_161819
7,0.9590818363273452,0.961,0.96003996003996,1000.0,09102024_161819
8,0.9645669291338582,0.98,0.9722222222222222,1000.0,09102024_161819
9,0.966900702106319,0.964,0.9654481722583876,1000.0,09102024_161819
accuracy,0.8915,0.8915,0.8915,0.8915,09102024_161819
macro avg,0.8929785316585084,0.8915000000000001,0.8919302366564086,10000.0,09102024_161819
weighted avg,0.8929785316585083,0.8915,0.8919302366564085,10000.0,09102024_161819
0,0.8243105209397344,0.807,0.8155634158665993,1000.0,09102024_184624
1,0.992849846782431,0.972,0.9823143001515917,1000.0,09102024_184624
2,0.822289156626506,0.819,0.8206412825651302,1000.0,09102024_184624
3,0.8928210313447927,0.883,0.8878833584715937,1000.0,09102024_184624
4,0.7886792452830189,0.836,0.8116504854368932,1000.0,09102024_184624
5,0.974721941354904,0.964,0.9693313222724987,1000.0,09102024_184624
6,0.6666666666666666,0.652,0.6592517694641051,1000.0,09102024_184624
7,0.938953488372093,0.969,0.9537401574803149,1000.0,09102024_184624
8,0.9643916913946587,0.975,0.9696668324216807,1000.0,09102024_184624
9,0.9716312056737588,0.959,0.96527428283845,1000.0,09102024_184624
accuracy,0.8836,0.8836,0.8836,0.8836,09102024_184624
macro avg,0.8837314794438564,0.8835999999999998,0.8835317206968858,10000.0,09102024_184624
weighted avg,0.8837314794438563,0.8836,0.8835317206968859,10000.0,09102024_184624
